SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0077,Beverages Product 81,Beverages,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH3564,2025-04-21,2025-04-21,2026-09-21,141,431,35,78,3,2,55.58,1892,7.75,1.17,392,14,4.94,5.18,2127.11,3.87,17.0,0.8779,FEFO,Low Stock,7,2025-07-14,0.0352,0.606,
SKU0078,Frozen Product 17,Frozen,B,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH8438,2025-03-13,2025-03-09,2025-11-20,180,318,130,119,0,0,45.47,1010,6.99,205.0,69,3,3.36,3.22,1068.67,4.29,13.0,0.9595999999999999,FIFO,In Stock,5,2025-08-07,-0.028999999999999998,0.9041,
SKU0079,Pantry Product 339,Pantry,B,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH4683,2025-08-11,2025-07-01,2029-08-30,29,87,12,36,1,1,16.46,504000,5.29,127.0,45,5,9.87,9.03,858.51,5.68,9.0,0.9928,FIFO,Low Stock,5,2025-08-06,0.0125,0.6367,
SKU0080,Fresh Product 85,Fresh Produce,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH8195,2025-04-17,2025-04-10,2025-04-24,145,468,146,34,0,0,45.5,1235,10.29,478.0,160,7,2.34,2.46,1094.84,2.92,14.0,0.8504,FEFO,Low Stock,0,2025-06-13,0.0014000000000000002,0.7447,
SKU0081,Bakery Product 140,Bakery,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH2317,2025-05-06,2025-03-29,2025-05-11,126,256,31,69,2,0,21.74,796000,11.78,99.0,34,3,3.39,3.15,867.46,2.55,7.0,0.9878,FIFO,Expiring Soon,5,2025-07-16,0.0635,0.9063,
SKU0082,Pantry Product 14,Pantry,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH1339,2025-03-21,2025-02-01,2029-06-11,172,246,70,71,1,1,24.85,736000,9.9,78.0,28,2,9.72,11.07,2391.69,3.03,8.0,0.9512,FEFO,In Stock,1,2025-06-28,0.065,0.7923,High return rate
SKU0083,Frozen Product 334,Frozen,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH8141,2025-07-25,2025-06-15,2026-06-19,46,9,9,0,0,0,2.85,110000,3.16,18.0,12,2,1.0,0.92,9.02,9.5,1.0,0.7358,FEFO,Low Stock,-6,2025-08-29,0.099,0.6909000000000001,
SKU0084,Bakery Product 165,Bakery,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH9117,2025-06-17,2025-05-30,2025-06-22,84,82,21,16,2,1,9.77,333000,8.39,109.0,41,7,1.56,1.49,128.04,3.57,5.0,0.7522,FEFO,Low Stock,0,2025-07-01,-0.0652,0.9009999999999999,Seasonal SKU
SKU0085,Seafood Product 166,Seafood,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9889,2025-05-01,2025-04-02,2025-05-04,131,223,46,83,1,0,28.95,893000,7.7,181.0,65,4,7.03,6.57,1568.14,3.89,10.0,0.9316,FEFO,Expiring Soon,-1,2025-09-03,0.0070999999999999995,0.7726999999999999,
SKU0086,Bakery Product 388,Bakery,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH5375,2025-08-27,2025-07-23,2025-08-30,13,490,203,59,4,0,67.01,2203,7.31,203.0,69,2,3.62,3.29,1774.93,4.1,25.0,0.7197,FIFO,Expiring Soon,5,2025-08-04,0.08039999999999999,0.9401,
SKU0087,Beverages Product 63,Beverages,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH3594,2025-07-10,2025-06-21,2030-07-02,61,173,62,21,1,2,16.72,440000,10.35,26.0,9,1,4.24,3.9,734.14,2.9,5.0,0.8948,FIFO,In Stock,0,2025-07-01,-0.0857,0.7329000000000001,
SKU0088,Meat Product 431,Meat,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9165,2025-08-10,2025-06-12,2025-08-19,30,150,39,2,0,0,12.07,464000,12.43,22.0,10,1,9.53,10.42,1428.89,2.41,8.0,0.7998000000000001,FEFO,Expiring Soon,-1,2025-07-06,0.0288,0.9035,
SKU0089,Bakery Product 248,Bakery,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH3369,2025-05-16,2025-04-22,2025-05-22,116,105,0,64,1,1,18.05,472000,5.82,274.0,94,10,3.75,3.49,393.57,5.16,12.0,0.9904999999999999,FIFO,Low Stock,-3,2025-06-25,-0.0605,0.9101,
SKU0090,Household Product 443,Household,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9318,2025-05-26,2025-05-09,2028-04-21,106,17,3,4,3,0,1.82,63000,9.34,9.0,5,2,18.78,17.61,319.24,3.21,1.0,0.7447,FIFO,In Stock,1,2025-08-04,-0.0315,0.8325,
SKU0091,Household Product 297,Household,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH8935,2025-05-18,2025-04-26,2029-05-25,114,111,36,20,0,0,11.97,393000,9.27,131.0,47,7,2.33,2.61,258.44,3.24,10.0,0.7033,FEFO,Low Stock,-3,2025-07-01,-0.0444,0.7182,
SKU0092,Bakery Product 478,Bakery,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH7274,2025-03-15,2025-03-01,2025-03-18,178,780,149,75,0,1,53.83,1264,14.49,246.0,85,3,3.12,3.11,2436.25,2.07,14.0,0.8187000000000001,FEFO,Expiring Soon,3,2025-09-04,0.0287,0.852,
SKU0093,Frozen Product 468,Frozen,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH3492,2025-03-24,2025-02-21,2026-03-05,169,207,61,59,2,0,26.49,794000,7.81,47.0,21,1,7.12,7.61,1473.8,3.84,9.0,0.828,FIFO,In Stock,-2,2025-08-24,0.061,0.6293,
SKU0094,Pantry Product 446,Pantry,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8486,2025-08-15,2025-08-15,2029-07-27,25,118,19,3,1,1,7.4,286000,15.95,51.0,21,4,1.6,1.84,189.08,1.88,7.0,0.9516,FIFO,In Stock,5,2025-07-19,0.049400000000000006,0.6628000000000001,
SKU0095,Personal Product 39,Personal Care,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH7512,2025-06-15,2025-05-05,2029-12-12,86,44,8,22,0,0,10.05,212000,4.38,79.0,29,5,5.87,5.36,258.32,6.85,2.0,0.8177,FIFO,Low Stock,0,2025-07-29,0.0808,0.6218,
SKU0096,Household Product 195,Household,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH2121,2025-04-24,2025-04-09,2026-07-06,138,61,10,4,4,1,9.97,272000,6.12,111.0,41,7,18.49,16.94,1127.96,4.9,1.0,0.8957999999999999,FEFO,Low Stock,-5,2025-08-11,-0.0025,0.9419,
SKU0097,Bakery Product 51,Bakery,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH5906,2025-07-29,2025-06-02,2025-08-05,42,151,59,92,0,2,40.53,916000,3.73,130.0,49,2,3.87,3.81,584.66,8.05,11.0,0.8601000000000001,FIFO,Expiring Soon,-3,2025-09-04,-0.0383,0.8598,
SKU0098,Fresh Product 184,Fresh Produce,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH9702,2025-08-03,2025-07-08,2025-08-09,37,214,117,58,4,1,46.16,1510,4.64,75.0,29,1,2.04,2.27,436.92,6.47,9.0,0.9379000000000001,FIFO,Expiring Soon,3,2025-08-19,0.0338,0.8073,
SKU0099,Pantry Product 196,Pantry,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3344,2025-05-05,2025-04-21,2029-08-11,127,18,6,1,0,1,2.51,73000,7.17,16.0,8,3,7.05,7.26,126.91,4.18,2.0,0.7192000000000001,FEFO,In Stock,-1,2025-06-20,-0.059000000000000004,0.9743,
SKU0100,Meat Product 5,Meat,A,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH2210,2025-03-20,2025-02-20,2025-03-30,173,339,189,65,0,0,36.55,829000,9.27,386.0,130,7,6.37,5.88,2159.87,3.23,16.0,0.7920999999999999,FEFO,Low Stock,-2,2025-06-26,-0.0118,0.7354999999999999,
SKU0101,Personal Product 354,Personal Care,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH7302,2025-06-24,2025-05-01,2027-08-05,77,58,16,20,0,1,5.7,181000,10.18,20.0,9,2,16.17,16.02,938.1,2.95,4.0,0.9356,FEFO,In Stock,-5,2025-08-27,0.0794,0.6127,
SKU0102,Pantry Product 295,Pantry,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7484,2025-09-04,2025-08-18,2030-05-14,5,293,37,11,1,0,25.85,549000,11.33,196.0,67,5,14.53,13.68,4256.12,2.65,12.0,0.9423999999999999,FIFO,In Stock,0,2025-06-29,0.0764,0.8127,
SKU0103,Beverages Product 499,Beverages,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4770,2025-05-05,2025-03-28,2027-12-12,127,562,73,18,2,0,37.06,1272,15.16,286.0,101,5,3.78,3.49,2125.65,1.98,15.0,0.8703,FEFO,In Stock,-1,2025-08-12,0.0438,0.6727,
SKU0104,Pantry Product 348,Pantry,A,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1645,2025-04-02,2025-03-14,2029-11-15,160,197,65,28,0,0,24.38,892000,8.08,43.0,19,1,11.15,10.5,2196.47,3.71,9.0,0.9652,FEFO,In Stock,-2,2025-09-05,0.0311,0.6819,
SKU0105,Beverages Product 47,Beverages,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH4289,2025-05-26,2025-05-18,2027-05-20,106,329,50,81,0,0,87.67,3009,3.75,135.0,47,1,5.28,6.04,1735.8,7.99,26.0,0.7862,FEFO,In Stock,-3,2025-07-04,-0.0779,0.9489,
SKU0106,Meat Product 85,Meat,A,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH2886,2025-06-26,2025-05-28,2025-07-11,75,415,45,66,2,1,30.65,1099,13.54,52.0,21,1,11.06,10.29,4591.19,2.22,8.0,0.8765999999999999,FIFO,Expiring Soon,-1,2025-08-22,-0.0863,0.6282,
SKU0107,Meat Product 347,Meat,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH7464,2025-06-08,2025-06-08,2025-06-15,93,302,98,72,4,1,35.34,903000,8.55,374.0,127,7,2.18,2.11,657.51,3.51,13.0,0.8549,FEFO,Low Stock,6,2025-07-03,0.057800000000000004,0.6837000000000001,Promotional item
SKU0108,Beverages Product 345,Beverages,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH7086,2025-06-04,2025-05-29,2030-01-01,97,480,164,44,1,1,87.12,2633,5.51,266.0,92,2,0.45,0.48,218.21,5.45,28.0,0.8924,FIFO,In Stock,-1,2025-07-11,0.0183,0.6396000000000001,Temperature controlled
SKU0109,Seafood Product 313,Seafood,A,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH5951,2025-03-31,2025-02-18,2025-04-10,162,187,68,16,0,0,18.42,543000,10.15,56.0,19,2,14.36,13.06,2684.74,2.96,9.0,0.9458,FEFO,Expiring Soon,0,2025-08-26,0.0208,0.7712,Seasonal SKU
SKU0110,Seafood Product 253,Seafood,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH7367,2025-07-11,2025-06-12,2025-07-16,60,4,4,0,1,0,9.26,252000,0.43,23.0,14,1,12.97,12.96,51.88,69.45,5.0,0.7809999999999999,FEFO,Low Stock,-4,2025-06-16,-0.08259999999999999,0.7928000000000001,
SKU0111,Beverages Product 277,Beverages,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH2622,2025-08-01,2025-06-09,2028-11-27,39,577,78,98,2,1,43.34,942000,13.31,137.0,50,2,3.28,3.73,1891.23,2.25,12.0,0.9361,FEFO,In Stock,4,2025-06-23,0.0443,0.9312,
SKU0112,Personal Product 17,Personal Care,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH4868,2025-05-19,2025-03-26,2028-11-14,113,46,13,4,1,2,3.21,102000,14.33,18.0,12,2,16.67,18.93,766.72,2.09,4.0,0.9136,FEFO,In Stock,2,2025-08-28,0.0337,0.6038,
SKU0113,Bakery Product 462,Bakery,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4109,2025-05-31,2025-05-24,2025-06-04,101,649,79,12,3,0,63.46,2078,10.23,290.0,100,3,0.92,0.86,598.38,2.93,25.0,0.8985,FEFO,Expiring Soon,-1,2025-08-29,0.011699999999999999,0.9213,
SKU0114,Pantry Product 306,Pantry,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3063,2025-06-16,2025-04-27,2027-10-27,85,88,33,20,3,2,9.88,314000,8.91,113.0,44,7,4.35,4.38,382.63,3.37,4.0,0.7421,FIFO,Low Stock,1,2025-09-01,-0.0362,0.8681,
SKU0115,Pantry Product 301,Pantry,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1046,2025-06-17,2025-05-31,2027-04-15,84,168,37,10,2,0,11.03,347000,15.23,51.0,18,3,13.38,12.38,2248.58,1.97,2.0,0.9867,FIFO,In Stock,0,2025-08-24,0.0694,0.8127,
SKU0116,Household Product 57,Household,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH4898,2025-09-06,2025-07-31,2028-09-08,3,108,41,27,3,0,19.57,728000,5.52,297.0,101,10,4.96,4.49,535.19,5.44,12.0,0.7454999999999999,FEFO,Low Stock,0,2025-09-07,0.0512,0.6441,
SKU0117,Fresh Product 380,Fresh Produce,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH2041,2025-08-11,2025-07-12,2025-08-25,29,572,114,13,1,1,45.63,1641,12.54,140.0,49,2,1.52,1.43,868.41,2.39,12.0,0.9948999999999999,FEFO,Expiring Soon,-1,2025-07-25,0.0015,0.807,
SKU0118,Fresh Product 258,Fresh Produce,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH9543,2025-08-29,2025-08-10,2025-09-12,11,829,89,39,0,0,66.26,1959,12.51,207.0,74,2,0.63,0.67,523.18,2.4,31.0,0.8573000000000001,FEFO,Expiring Soon,3,2025-06-19,-0.059699999999999996,0.8062999999999999,
SKU0119,Fresh Product 246,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9032,2025-03-18,2025-02-01,2025-03-22,175,126,33,12,0,1,14.8,541000,8.51,162.0,58,7,2.21,2.07,278.95,3.52,5.0,0.8508,FEFO,Low Stock,2,2025-08-31,-0.0075,0.8237000000000001,
SKU0120,Seafood Product 76,Seafood,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7240,2025-07-01,2025-05-24,2025-07-09,70,262,29,33,2,1,17.74,449000,14.77,381.0,133,14,8.4,7.69,2200.85,2.03,4.0,0.9165000000000001,FEFO,Low Stock,4,2025-07-13,-0.09939999999999999,0.7184999999999999,
SKU0121,Bakery Product 407,Bakery,A,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8398,2025-07-16,2025-05-21,2025-07-21,55,1,160,168,2,1,65.26,1717,18.95,297.0,101,3,3.17,3.02,3920.18,1.58,26.0,0.9184,FIFO,Expiring Soon,1,2025-07-19,0.0915,0.6053999999999999,
SKU0122,Frozen Product 213,Frozen,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5176,2025-05-23,2025-04-30,2026-02-07,109,488,121,79,2,1,38.16,818000,12.79,237.0,84,4,2.0,2.0,976.0,2.35,14.0,0.8702,FIFO,In Stock,1,2025-06-14,0.0446,0.7162999999999999,
SKU0123,Fresh Product 426,Fresh Produce,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH7105,2025-05-22,2025-04-01,2025-05-26,110,38,12,5,1,0,5.46,142000,6.96,26.0,10,3,1.84,1.69,69.73,4.31,4.0,0.8405,FIFO,Expiring Soon,1,2025-06-30,-0.0194,0.9053,Temperature controlled
SKU0124,Pantry Product 344,Pantry,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH7929,2025-06-11,2025-04-17,2030-03-04,90,200,44,55,3,0,19.57,606000,10.22,31.0,11,1,3.62,3.91,724.52,2.94,7.0,0.9704999999999999,FIFO,In Stock,-3,2025-08-04,0.07339999999999999,0.8421,
SKU0125,Seafood Product 296,Seafood,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH4674,2025-08-01,2025-06-08,2025-08-11,39,154,35,10,2,1,12.64,280000,12.18,20.0,7,1,11.37,11.68,1750.75,2.46,1.0,0.7728,FIFO,Expiring Soon,-4,2025-07-27,-0.0906,0.9189,
SKU0126,Bakery Product 391,Bakery,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH1430,2025-07-14,2025-06-06,2025-07-19,57,215,29,53,3,1,24.19,916000,8.89,76.0,28,2,3.09,3.49,665.04,3.38,7.0,0.775,FEFO,Expiring Soon,-1,2025-09-06,0.0886,0.8565999999999999,
SKU0127,Beverages Product 159,Beverages,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH3347,2025-09-08,2025-08-03,2027-09-14,1,146,31,37,0,0,19.92,761000,7.33,64.0,24,2,7.03,7.7,1026.23,4.09,6.0,0.9264,FEFO,In Stock,0,2025-09-01,0.0288,0.7902,Seasonal SKU
SKU0128,Fresh Product 272,Fresh Produce,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH6585,2025-05-25,2025-05-15,2025-06-04,107,560,165,75,0,0,66.66,2517,8.4,1.001,334,10,1.22,1.34,681.13,3.57,23.0,0.7252,FEFO,Low Stock,6,2025-08-01,0.0508,0.6478,
SKU0129,Beverages Product 291,Beverages,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH3579,2025-08-27,2025-07-10,2027-07-11,13,812,174,38,0,0,67.35,1452,12.06,510.0,173,5,0.54,0.6,434.83,2.49,21.0,0.7787000000000001,FIFO,In Stock,0,2025-06-15,0.0677,0.8798,Fragile
SKU0130,Beverages Product 249,Beverages,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4531,2025-05-26,2025-04-08,2027-12-06,106,841,133,108,1,1,88.01,2039,9.56,265.0,89,2,5.85,6.03,4923.13,3.14,35.0,0.8027,FIFO,In Stock,4,2025-07-27,0.09519999999999999,0.7009000000000001,
SKU0131,Meat Product 348,Meat,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH1744,2025-04-28,2025-04-14,2025-05-12,134,28,1,4,1,0,2.05,65000,13.66,15.0,9,3,5.4,5.07,151.29,2.2,1.0,0.8981,FEFO,Expiring Soon,2,2025-06-25,0.0799,0.7798999999999999,High return rate
SKU0132,Seafood Product 109,Seafood,A,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2965,2025-06-27,2025-06-27,2025-07-05,74,319,12,82,0,0,29.72,957000,10.73,184.0,65,4,9.57,9.49,3052.42,2.79,14.0,0.7434999999999999,FEFO,Expiring Soon,4,2025-07-16,-0.054900000000000004,0.8969,
SKU0133,Bakery Product 361,Bakery,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6802,2025-04-19,2025-04-15,2025-04-26,143,255,83,69,2,0,45.27,1324,5.63,141.0,50,2,0.53,0.6,134.49,5.33,21.0,0.9648,FEFO,Expiring Soon,1,2025-09-04,0.0242,0.8131,
SKU0134,Frozen Product 40,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH7626,2025-05-23,2025-04-08,2026-04-14,109,86,18,26,2,1,8.58,248000,10.02,17.0,8,1,5.72,6.51,491.95,2.99,2.0,0.9894,FEFO,In Stock,-3,2025-08-03,0.099,0.8256,Seasonal SKU
SKU0135,Personal Product 88,Personal Care,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH2443,2025-03-17,2025-02-18,2028-03-27,176,202,51,28,1,2,20.02,721000,10.09,151.0,51,5,5.0,5.07,1009.13,2.97,6.0,0.8518000000000001,FIFO,In Stock,-3,2025-08-09,0.056299999999999996,0.8981,
SKU0136,Bakery Product 41,Bakery,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH6456,2025-06-15,2025-04-27,2025-06-18,86,155,10,99,3,2,20.01,704000,7.75,93.0,33,3,3.33,3.32,516.0,3.87,7.0,0.8493,FIFO,Expiring Soon,-4,2025-08-31,0.0509,0.6954,
SKU0137,Fresh Product 262,Fresh Produce,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH3419,2025-06-12,2025-05-28,2025-06-26,89,66,21,12,0,0,7.92,228000,8.33,39.0,15,3,0.79,0.79,51.87,3.6,7.0,0.7753,FIFO,Expiring Soon,1,2025-08-22,-0.0347,0.9434,
SKU0138,Dairy Product 79,Dairy,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8601,2025-04-02,2025-02-13,2025-04-24,160,382,62,3,0,1,36.85,1234,10.37,388.0,130,7,1.75,1.75,667.05,2.89,15.0,0.9584,FEFO,Low Stock,-2,2025-06-14,0.0622,0.893,
SKU0139,Pantry Product 326,Pantry,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH3473,2025-04-02,2025-03-05,2028-01-09,160,73,17,16,1,1,9.19,227000,7.94,23.0,14,1,8.22,7.53,600.4,3.78,3.0,0.7564,FIFO,In Stock,-1,2025-07-11,-0.0276,0.6038,
SKU0140,Seafood Product 141,Seafood,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH6085,2025-06-11,2025-05-13,2025-06-15,90,125,84,41,0,1,22.22,827000,5.63,338.0,116,10,6.03,6.5,753.89,5.33,9.0,0.9303,FEFO,Low Stock,4,2025-09-05,0.0634,0.9065000000000001,Promotional item
SKU0141,Fresh Product 443,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH7299,2025-04-10,2025-03-12,2025-04-21,152,278,213,65,0,1,76.42,1824,3.64,115.0,39,1,1.58,1.71,440.44,8.25,19.0,0.736,FIFO,Expiring Soon,2,2025-07-14,-0.06559999999999999,0.6685,
SKU0142,Pantry Product 97,Pantry,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3471,2025-05-11,2025-05-08,2029-03-02,121,235,49,54,1,0,25.66,768000,9.16,78.0,27,2,2.14,2.3,502.74,3.28,7.0,0.9076000000000001,FEFO,In Stock,-3,2025-08-27,0.0454,0.7445999999999999,
SKU0143,Household Product 366,Household,A,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1641,2025-03-28,2025-03-13,2027-03-16,165,122,9,15,1,0,9.32,357000,13.09,198.0,68,14,19.42,19.56,2369.24,2.29,7.0,0.9408,FEFO,Low Stock,3,2025-07-15,-0.0382,0.8715,
SKU0144,Pantry Product 187,Pantry,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH6543,2025-06-02,2025-04-20,2028-09-16,99,35,5,0,1,1,3.06,98000,11.44,10.0,4,2,7.67,7.96,268.53,2.62,2.0,0.7202,FIFO,In Stock,2,2025-06-21,-0.0425,0.7269,
SKU0145,Fresh Product 49,Fresh Produce,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH3463,2025-06-29,2025-06-08,2025-07-06,72,456,35,28,0,1,26.43,927000,17.25,123.0,44,3,2.02,2.32,923.08,1.74,9.0,0.8615999999999999,FIFO,Expiring Soon,0,2025-06-27,0.057,0.8984000000000001,
SKU0146,Personal Product 159,Personal Care,A,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH2388,2025-04-10,2025-03-22,2030-03-31,152,162,10,22,1,1,14.33,470000,11.3,24.0,10,1,24.48,23.29,3965.81,2.65,3.0,0.9806999999999999,FEFO,In Stock,-4,2025-06-19,-0.0034000000000000002,0.968,
SKU0147,Household Product 344,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH7937,2025-03-28,2025-02-24,2029-12-30,165,45,9,0,4,0,2.75,87000,16.36,7.0,4,1,6.3,6.26,283.37,1.83,1.0,0.7006,FEFO,In Stock,2,2025-09-07,0.0127,0.7998000000000001,
SKU0148,Dairy Product 110,Dairy,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3253,2025-07-22,2025-07-13,2025-08-05,49,180,9,0,0,1,9.67,370000,18.61,16.0,6,1,1.36,1.23,244.28,1.61,5.0,0.7025,FIFO,Expiring Soon,4,2025-08-03,0.0166,0.7515999999999999,
SKU0149,Fresh Product 395,Fresh Produce,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH6517,2025-08-31,2025-07-06,2025-09-13,9,134,26,1,1,1,11.95,395000,11.21,63.0,27,3,1.25,1.27,168.02,2.68,4.0,0.9689,FIFO,Expiring Soon,-1,2025-06-25,0.0993,0.8663,
SKU0150,Dairy Product 426,Dairy,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH7731,2025-05-20,2025-04-27,2025-05-28,112,209,62,2,0,1,23.29,696000,8.97,142.0,49,4,0.89,0.89,186.93,3.34,11.0,0.9551999999999999,FIFO,Expiring Soon,-1,2025-07-15,-0.0334,0.7077,
SKU0151,Beverages Product 402,Beverages,A,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH6070,2025-04-26,2025-03-06,2027-08-28,136,1,152,220,0,2,86.26,1845,13.99,390.0,131,3,7.34,7.8,8858.17,2.14,30.0,0.8449,FEFO,In Stock,1,2025-08-16,0.0873,0.7143999999999999,
SKU0152,Personal Product 226,Personal Care,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH9641,2025-06-04,2025-05-09,2029-03-29,97,28,12,0,2,1,3.53,127000,7.93,16.0,9,2,23.2,25.44,649.59,3.78,2.0,0.9727,FIFO,In Stock,2,2025-08-15,0.0885,0.7696,
SKU0153,Dairy Product 129,Dairy,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH2680,2025-06-06,2025-04-22,2025-06-30,95,463,39,34,1,0,34.54,1270,13.4,368.0,126,7,2.22,2.18,1027.21,2.24,11.0,0.8484,FIFO,Expiring Soon,1,2025-08-04,-0.0291,0.639,High return rate
SKU0154,Meat Product 464,Meat,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH4637,2025-05-21,2025-03-30,2025-05-28,111,474,86,66,3,0,34.64,967000,13.68,162.0,58,3,3.54,3.44,1675.87,2.19,12.0,0.9545999999999999,FEFO,Expiring Soon,1,2025-07-27,-0.008199999999999999,0.7859999999999999,
